,transcript,Wormbase_id,type
3097,C05C12.3.1,WBGene00001795,Coding transcript
3098,F54D1.5.1,WBGene00001796,Coding transcript
3099,nan,WBGene00001797,nan
3100,nan,WBGene00001798,nan
3101,nan,WBGene00001799,nan
3102,nan,WBGene00001800,nan
3103,nan,WBGene00001801,nan
3104,nan,WBGene00001802,nan
3105,C14F11.3.1,WBGene00001803,Coding transcript
3106,ZC504.5.1,WBGene00001804,Coding transcript
3107,K09E4.5.1,WBGene00001805,Coding transcript
3108,ZK622.2.1,WBGene00001806,Coding transcript
3109,nan,WBGene00001807,nan
3110,T10G3.6b.1,WBGene00001808,Coding transcript
3111,T10G3.6a.1,WBGene00001808,Coding transcript
3112,nan,WBGene00001809,nan
3113,nan,WBGene00001810,nan
3114,C30H6.6.1,WBGene00001811,Coding transcript
3115,F43E2.4.1,WBGene00001812,Coding transcript
3116,F57A10.3.1,WBGene00001813,Coding transcript
3117,W04C9.1a.1,WBGene00001814,Coding transcript
3118,W04C9.1b.1,WBGene00001814,Coding transcript
3119,W09D6.6.1,WBGene00001815,Coding transcript
3120,Y48G8AL.11a.1,WBGene00001816,Coding transcript
3121,Y48G8AL.11c.1,WBGene00001816,Coding transcript
3122,Y48G8AL.11b.1,WBGene00001816,Coding transcript
3123,Y50E8A.16.1,WBGene00001817,Coding transcript
3124,Y57G11C.1.1,WBGene00001818,Coding transcript
3125,ZK484.2b.1,WBGene00001819,Coding transcript
3126,ZK484.2a.1,WBGene00001819,Coding transcript
3127,ZK484.2a.2,WBGene00001819,Coding transcript
3128,F53B2.6.1,WBGene00001820,Coding transcript
3129,C07A12.1c.1,WBGene00001821,Coding transcript
3130,C07A12.1b.1,WBGene00001821,Coding transcript
3131,C07A12.1a.1,WBGene00001821,Coding transcript
3132,nan,WBGene00001822,nan
3133,ZC395.7.1,WBGene00001823,Coding transcript
3134,F13D11.2b.1,WBGene00001824,Coding transcript
3135,F13D11.2a.1,WBGene00001824,Coding transcript
3136,nan,WBGene00001825,nan
3137,nan,WBGene00001826,nan
3138,C46A5.9.1,WBGene00001827,Coding transcript
3139,F40E10.1.1,WBGene00001828,Coding transcript
3140,ZK1055.1.1,WBGene00001829,Coding transcript
3141,T06E4.1.1,WBGene00001830,Coding transcript
3142,F58A4.3.1,WBGene00001831,Coding transcript
3143,T03F1.9.1,WBGene00001832,Coding transcript
3144,Y110A7A.1b.1,WBGene00001833,Coding transcript
3145,Y110A7A.1a.1,WBGene00001833,Coding transcript
3146,C53A5.3.1,WBGene00001834,Coding transcript
3147,C08B11.2.1,WBGene00001835,Coding transcript
3148,R06C1.1.1,WBGene00001836,Coding transcript
3149,C10E2.3b.1,WBGene00001837,Coding transcript
3150,C10E2.3a.1,WBGene00001837,Coding transcript
3151,Y51H1A.5.1,WBGene00001838,Coding transcript
3152,ZK829.2.1,WBGene00001839,Coding transcript
3153,C26D10.2b,WBGene00001840,non coding transcript
3154,C26D10.2a.1,WBGene00001840,Coding transcript
3155,C36B7.7.1,WBGene00001841,Coding transcript
3156,ZK287.8a.1,WBGene00001842,Coding transcript
3157,ZK287.8b.1,WBGene00001842,Coding transcript
3158,W06D4.1.1,WBGene00001843,Coding transcript
3159,K02E10.2a.1,WBGene00001844,Coding transcript
3160,K02E10.2b.1,WBGene00001844,Coding transcript
3161,nan,WBGene00001845,nan
3162,nan,WBGene00001846,nan
3163,nan,WBGene00001847,nan
3164,nan,WBGene00001848,nan
3165,nan,WBGene00001849,nan
3166,nan,WBGene00001850,nan
3167,F38A6.3f.1,WBGene00001851,Coding transcript
3168,F38A6.3a.1,WBGene00001851,Coding transcript
3169,F38A6.3b.1,WBGene00001851,Coding transcript
3170,F38A6.3c.1,WBGene00001851,Coding transcript
3171,F38A6.3d.1,WBGene00001851,Coding transcript
3172,F38A6.3e.1,WBGene00001851,Coding transcript
3173,C30G7.1.1,WBGene00001852,Coding transcript
3174,Y73B6BL.9a.1,WBGene00001853,Coding transcript
3175,Y73B6BL.9b.1,WBGene00001853,Coding transcript
3176,F22F1.1.1,WBGene00001854,Coding transcript
3177,C18G1.5.1,WBGene00001855,Coding transcript
3178,B0414.3.1,WBGene00001856,Coding transcript
3179,F59A7.4.1,WBGene00001857,Coding transcript
3180,C01B10.5e.1,WBGene00001858,Coding transcript
3181,C01B10.5c.1,WBGene00001858,Coding transcript
3182,C01B10.5b.1,WBGene00001858,Coding transcript
3183,C01B10.5a.1,WBGene00001858,Coding transcript
3184,T05E8.2.1,WBGene00001859,Coding transcript
3185,F28B3.7a.1,WBGene00001860,Coding transcript
3186,F28B3.7b.1,WBGene00001860,Coding transcript
3187,nan,WBGene00001861,nan
3188,ZK381.1b,WBGene00001862,non coding transcript
3189,ZK381.1a.1,WBGene00001862,Coding transcript
3190,F15G9.4a.1,WBGene00001863,Coding transcript
3191,F15G9.4d.1,WBGene00001863,Coding transcript
3192,F15G9.4e.1,WBGene00001863,Coding transcript
3193,F15G9.4f.1,WBGene00001863,Coding transcript
3194,F15G9.4c.1,WBGene00001863,Coding transcript
3195,F15G9.4b.1,WBGene00001863,Coding transcript
3196,D1086.4a.1,WBGene00001864,Coding transcript
3197,D1086.4b.1,WBGene00001864,Coding transcript
3198,T04A11.6.1,WBGene00001865,Coding transcript
3199,nan,WBGene00001866,nan
3200,T07G12.12b.1,WBGene00001867,Coding transcript
3201,T07G12.12a.1,WBGene00001867,Coding transcript
3202,nan,WBGene00001868,nan
3203,R12B2.4.1,WBGene00001869,Coding transcript
3204,nan,WBGene00001870,nan
3205,nan,WBGene00001871,nan
3206,ZK1127.11.1,WBGene00001872,Coding transcript
3207,nan,WBGene00001873,nan
3208,T09E8.2.1,WBGene00001874,Coding transcript
3209,T10C6.14.1,WBGene00001875,Coding transcript
3210,T10C6.13.1,WBGene00001876,Coding transcript
3211,T10C6.12.1,WBGene00001877,Coding transcript
3212,T10C6.11.1,WBGene00001878,Coding transcript
3213,F45F2.3.1,WBGene00001879,Coding transcript
3214,F45F2.13.1,WBGene00001880,Coding transcript
3215,F45F2.4.1,WBGene00001881,Coding transcript
3216,F45F2.12.1,WBGene00001882,Coding transcript
3217,ZK131.3.1,WBGene00001883,Coding transcript
3218,ZK131.4.1,WBGene00001884,Coding transcript
3219,ZK131.5.1,WBGene00001885,Coding transcript
3220,ZK131.6.1,WBGene00001886,Coding transcript
3221,ZK131.7.1,WBGene00001887,Coding transcript
3222,ZK131.8.1,WBGene00001888,Coding transcript
3223,ZK131.9.1,WBGene00001889,Coding transcript
3224,ZK131.10.1,WBGene00001890,Coding transcript
3225,K06C4.5.1,WBGene00001891,Coding transcript
3226,K06C4.10.1,WBGene00001892,Coding transcript
3227,K06C4.11.1,WBGene00001893,Coding transcript
3228,K06C4.4.1,WBGene00001894,Coding transcript
3229,K06C4.3.1,WBGene00001895,Coding transcript
3230,K06C4.12.1,WBGene00001896,Coding transcript
3231,nan,WBGene00001897,nan
3232,M163.3.1,WBGene00001898,Coding transcript
3233,ZK131.2.1,WBGene00001899,Coding transcript
3234,ZK131.1.1,WBGene00001900,Coding transcript
3235,K06C4.13.1,WBGene00001901,Coding transcript
3236,K06C4.2.1,WBGene00001902,Coding transcript
3237,F35H10.11.1,WBGene00001903,Coding transcript
3238,F35H10.1.1,WBGene00001904,Coding transcript
3239,F17E9.12.1,WBGene00001905,Coding transcript
3240,F17E9.10.1,WBGene00001906,Coding transcript
3241,F17E9.13.1,WBGene00001907,Coding transcript
3242,F17E9.9.1,WBGene00001908,Coding transcript
3243,C50F4.13.1,WBGene00001909,Coding transcript
3244,C50F4.6.1,WBGene00001910,Coding transcript
3245,C50F4.7.1,WBGene00001911,Coding transcript
3246,K03A1.6.1,WBGene00001912,Coding transcript
3247,F45F2.2.1,WBGene00001913,Coding transcript
3248,K03A1.1.1,WBGene00001914,Coding transcript
3249,C50F4.5.1,WBGene00001915,Coding transcript
3250,F08G2.3.1,WBGene00001916,Coding transcript
3251,F08G2.2.1,WBGene00001917,Coding transcript
3252,F08G2.1.1,WBGene00001918,Coding transcript
3253,B0035.10.1,WBGene00001919,Coding transcript
3254,B0035.9.1,WBGene00001920,Coding transcript
3255,B0035.7.1,WBGene00001921,Coding transcript
3256,B0035.8.1,WBGene00001922,Coding transcript
3257,F07B7.5.1,WBGene00001923,Coding transcript
3258,F07B7.9.1,WBGene00001924,Coding transcript
3259,F07B7.10.1,WBGene00001925,Coding transcript
3260,F07B7.4.1,WBGene00001926,Coding transcript
3261,F07B7.3.1,WBGene00001927,Coding transcript
3262,F07B7.11.1,WBGene00001928,Coding transcript
3263,F54E12.1.1,WBGene00001929,Coding transcript
3264,F54E12.3.1,WBGene00001930,Coding transcript
3265,F54E12.5b.1,WBGene00001931,Coding transcript
3266,F54E12.5c.1,WBGene00001931,Coding transcript
3267,F54E12.5a.1,WBGene00001931,Coding transcript
3268,F54E12.4.1,WBGene00001932,Coding transcript
3269,F55G1.2.1,WBGene00001933,Coding transcript
3270,F55G1.11.1,WBGene00001934,Coding transcript
3271,F55G1.10.1,WBGene00001935,Coding transcript
3272,F55G1.3.1,WBGene00001936,Coding transcript
3273,F22B3.2.1,WBGene00001937,Coding transcript
3274,F22B3.1.1,WBGene00001938,Coding transcript
3275,H02I12.7.1,WBGene00001939,Coding transcript
3276,H02I12.6.1,WBGene00001940,Coding transcript
3277,T23D8.5.1,WBGene00001941,Coding transcript
3278,T23D8.6.1,WBGene00001942,Coding transcript
3279,E03A3.3.1,WBGene00001943,Coding transcript
3280,E03A3.4.1,WBGene00001944,Coding transcript
3281,F45E1.6.1,WBGene00001945,Coding transcript
3282,Y49E10.6a.1,WBGene00001946,Coding transcript
3283,Y49E10.6b.1,WBGene00001946,Coding transcript
3284,W09H1.2.1,WBGene00001947,Coding transcript
3285,B0304.1a.1,WBGene00001948,Coding transcript
3286,B0304.1a.2,WBGene00001948,Coding transcript
3287,B0304.1b.1,WBGene00001948,Coding transcript
3288,B0304.1c.1,WBGene00001948,Coding transcript
3289,M05B5.5b,WBGene00001949,non coding transcript
3290,M05B5.5a.1,WBGene00001949,Coding transcript
3291,T24B8.6.1,WBGene00001950,Coding transcript
3292,T05G5.2.1,WBGene00001951,Coding transcript
3293,T05G5.2.2,WBGene00001951,Coding transcript
3294,T15H9.3.1,WBGene00001952,Coding transcript
3295,C02B8.4.1,WBGene00001953,Coding transcript
3296,C02B8.4.2,WBGene00001953,Coding transcript
3297,ZK682.4.1,WBGene00001954,Coding transcript
3298,F58A4.7d.1,WBGene00001955,Coding transcript
3299,F58A4.7d.2,WBGene00001955,Coding transcript
3300,F58A4.7a.1,WBGene00001955,Coding transcript
3301,F58A4.7a.2,WBGene00001955,Coding transcript
3302,F58A4.7b.1,WBGene00001955,Coding transcript
3303,F58A4.7b.2,WBGene00001955,Coding transcript
3304,F58A4.7b.3,WBGene00001955,Coding transcript
3305,F58A4.7b.4,WBGene00001955,Coding transcript
3306,C28C12.8.1,WBGene00001956,Coding transcript
3307,F48D6.3.1,WBGene00001957,Coding transcript
3308,C18A3.8.1,WBGene00001958,Coding transcript
3309,C43H6.8.1,WBGene00001959,Coding transcript
3310,DY3.3.1,WBGene00001960,Coding transcript
3311,F38C2.2.1,WBGene00001961,Coding transcript
3312,F57C12.3.1,WBGene00001962,Coding transcript
3313,F40G9.4,WBGene00001963,Pseudogene
3314,C17C3.7.1,WBGene00001964,Coding transcript
3315,C17C3.8.1,WBGene00001965,Coding transcript
3316,C17C3.10.1,WBGene00001966,Coding transcript
3317,F31A3.2.1,WBGene00001967,Coding transcript
3318,F31A3.4.1,WBGene00001968,Coding transcript
3319,nan,WBGene00001969,nan
3320,nan,WBGene00001970,nan
3321,Y48B6A.14.1,WBGene00001971,Coding transcript
3322,F47D12.4b.1,WBGene00001972,Coding transcript
3323,F47D12.4a.1,WBGene00001972,Coding transcript
3324,F47D12.4c.1,WBGene00001972,Coding transcript
3325,C32F10.5.1,WBGene00001973,Coding transcript
3326,T20B12.8.1,WBGene00001974,Coding transcript
3327,F45E4.9.1,WBGene00001975,Coding transcript
3328,T05A7.4.1,WBGene00001976,Coding transcript
3329,Y17G7A.1.1,WBGene00001977,Coding transcript
3330,R13H4.4c.1,WBGene00001978,Coding transcript
3331,R13H4.4d.1,WBGene00001978,Coding transcript
3332,R13H4.4b.1,WBGene00001978,Coding transcript
3333,R13H4.4e.1,WBGene00001978,Coding transcript
3334,R13H4.4f.1,WBGene00001978,Coding transcript
3335,R13H4.4f.2,WBGene00001978,Coding transcript
3336,R13H4.4a.1,WBGene00001978,Coding transcript
3337,K05C4.6b.1,WBGene00001979,Coding transcript
3338,K05C4.6a.1,WBGene00001979,Coding transcript
3339,W02B9.1e.1,WBGene00001980,Coding transcript
3340,W02B9.1b.1,WBGene00001980,Coding transcript
3341,W02B9.1a.1,WBGene00001980,Coding transcript
3342,W02B9.1a.2,WBGene00001980,Coding transcript
3343,W02B9.1d.1,WBGene00001980,Coding transcript
3344,C44C10.8.1,WBGene00001981,Coding transcript
3345,nan,WBGene00001982,nan
3346,E04A4.4b.1,WBGene00001983,Coding transcript
3347,E04A4.4a.1,WBGene00001983,Coding transcript
3348,E04A4.4c.1,WBGene00001983,Coding transcript
3349,W06B11.4a.1,WBGene00001984,Coding transcript
3350,W06B11.4b.1,WBGene00001984,Coding transcript
3351,C18E3.8.1,WBGene00001985,Coding transcript
3352,F43D2.4b.1,WBGene00001986,Coding transcript
3353,F43D2.4a.1,WBGene00001986,Coding transcript
3354,Y39B6A.48b.1,WBGene00001987,Coding transcript
3355,Y39B6A.48a.1,WBGene00001987,Coding transcript
3356,W02B8.5.1,WBGene00001988,Coding transcript
3357,T12A2.16b.1,WBGene00001989,Coding transcript
3358,T12A2.16b.2,WBGene00001989,Coding transcript
3359,T12A2.16a.1,WBGene00001989,Coding transcript
3360,K07A12.6.1,WBGene00001990,Coding transcript
3361,C13G3.2.1,WBGene00001991,Coding transcript
3362,Y48B6A.9.1,WBGene00001992,Coding transcript
3363,T21C12.2.1,WBGene00001993,Coding transcript
3364,F20B6.8a.1,WBGene00001994,Coding transcript
3365,F20B6.8c.1,WBGene00001994,Coding transcript
3366,F20B6.8c.2,WBGene00001994,Coding transcript
3367,F20B6.8c.3,WBGene00001994,Coding transcript
3368,F20B6.8b.1,WBGene00001994,Coding transcript
3369,K08H2.6.1,WBGene00001995,Coding transcript
3370,K01G5.2a.1,WBGene00001996,Coding transcript
3371,K01G5.2c.1,WBGene00001996,Coding transcript
3372,K01G5.2b.1,WBGene00001996,Coding transcript
3373,Y39A1A.23a.1,WBGene00001997,Coding transcript
3374,Y39A1A.23b.1,WBGene00001997,Coding transcript
3375,F32A11.2.1,WBGene00001998,Coding transcript
3376,F42A6.7a.1,WBGene00001999,Coding transcript
3377,F42A6.7a.2,WBGene00001999,Coding transcript
3378,F42A6.7d.1,WBGene00001999,Coding transcript
3379,F42A6.7d.2,WBGene00001999,Coding transcript
3380,F42A6.7b.1,WBGene00001999,Coding transcript
3381,F42A6.7b.2,WBGene00001999,Coding transcript
3382,F42A6.7b.3,WBGene00001999,Coding transcript
3383,F42A6.7b.4,WBGene00001999,Coding transcript
3384,F42A6.7c.1,WBGene00001999,Coding transcript
3385,F42A6.7c.2,WBGene00001999,Coding transcript
3386,F58D5.1a.1,WBGene00002000,Coding transcript
3387,F58D5.1b.1,WBGene00002000,Coding transcript
3388,T11G6.1a.1,WBGene00002001,Coding transcript
3389,T11G6.1b.1,WBGene00002001,Coding transcript
3390,K08E7.2.1,WBGene00002002,Coding transcript
3391,K08E7.2.2,WBGene00002002,Coding transcript
3392,K08E7.2.3,WBGene00002002,Coding transcript
3393,B0285.5.1,WBGene00002003,Coding transcript
3394,B0285.5.2,WBGene00002003,Coding transcript
3395,B0285.5.3,WBGene00002003,Coding transcript
3396,Y53C10A.12.1,WBGene00002004,Coding transcript
3397,Y53C10A.12.2,WBGene00002004,Coding transcript
3398,F26D10.3.1,WBGene00002005,Coding transcript
3399,K09C4.3,WBGene00002006,Pseudogene
3400,C15H9.6a.1,WBGene00002007,Coding transcript
3401,C15H9.6a.2,WBGene00002007,Coding transcript
3402,C15H9.6b.1,WBGene00002007,Coding transcript
3403,F43E2.8a.1,WBGene00002008,Coding transcript
3404,F43E2.8a.2,WBGene00002008,Coding transcript
3405,F43E2.8b.1,WBGene00002008,Coding transcript
3406,nan,WBGene00002009,nan
3407,C37H5.8.1,WBGene00002010,Coding transcript
3408,C14B9.1.1,WBGene00002011,Coding transcript
3409,F38E11.1.1,WBGene00002012,Coding transcript
3410,F38E11.2.1,WBGene00002013,Coding transcript
3411,nan,WBGene00002014,nan
3412,T27E4.8.1,WBGene00002015,Coding transcript
3413,Y46H3A.3a.1,WBGene00002016,Coding transcript
3414,Y46H3A.3b.1,WBGene00002016,Coding transcript
3415,T27E4.2.1,WBGene00002017,Coding transcript
3416,Y46H3A.2.1,WBGene00002018,Coding transcript
3417,T27E4.3.1,WBGene00002019,Coding transcript
3418,T27E4.9.1,WBGene00002020,Coding transcript
3419,F52E1.7a.1,WBGene00002021,Coding transcript
3420,F52E1.7b.1,WBGene00002021,Coding transcript
3421,nan,WBGene00002022,nan
3422,C09B8.6c.1,WBGene00002023,Coding transcript
3423,C09B8.6c.2,WBGene00002023,Coding transcript
3424,C09B8.6a.1,WBGene00002023,Coding transcript
3425,C09B8.6b.1,WBGene00002023,Coding transcript
3426,C14F11.5b.1,WBGene00002024,Coding transcript
3427,C14F11.5a.1,WBGene00002024,Coding transcript
3428,Y22D7AL.5a.1,WBGene00002025,Coding transcript
3429,Y22D7AL.5a.2,WBGene00002025,Coding transcript
3430,Y22D7AL.5b.1,WBGene00002025,Coding transcript
3431,Y22D7AL.5c.1,WBGene00002025,Coding transcript
3432,C12C8.1.1,WBGene00002026,Coding transcript
3433,T05F1.6.1,WBGene00002027,Coding transcript
3434,F08B4.6.1,WBGene00002028,Coding transcript
3435,C34F6.4.1,WBGene00002029,Coding transcript
3436,F40H3.5.1,WBGene00002030,Coding transcript
3437,Y34B4A.3.1,WBGene00002031,Coding transcript
3438,F41H10.10.1,WBGene00002032,Coding transcript
3439,Y73B6BL.2.1,WBGene00002033,Coding transcript
3440,F57C9.5.1,WBGene00002034,Coding transcript
3441,F29D10.4.1,WBGene00002035,Coding transcript
3442,F36D4.3i.1,WBGene00002036,Coding transcript
3443,F36D4.3e.1,WBGene00002036,Coding transcript
3444,F36D4.3e.2,WBGene00002036,Coding transcript
3445,F36D4.3e.3,WBGene00002036,Coding transcript
3446,F36D4.3e.4,WBGene00002036,Coding transcript
3447,F36D4.3e.5,WBGene00002036,Coding transcript
3448,F36D4.3e.6,WBGene00002036,Coding transcript
3449,F36D4.3b.1,WBGene00002036,Coding transcript
3450,F36D4.3j.1,WBGene00002036,Coding transcript
3451,F36D4.3h.1,WBGene00002036,Coding transcript
3452,F36D4.3c.1,WBGene00002036,Coding transcript
3453,F36D4.3f.1,WBGene00002036,Coding transcript
3454,F36D4.3f.2,WBGene00002036,Coding transcript
3455,F36D4.3a.1,WBGene00002036,Coding transcript
3456,F36D4.3k.1,WBGene00002036,Coding transcript
3457,F36D4.3g.1,WBGene00002036,Coding transcript
3458,F46C3.3g.1,WBGene00002037,Coding transcript
3459,F46C3.3e.1,WBGene00002037,Coding transcript
3460,F46C3.3a.1,WBGene00002037,Coding transcript
3461,F46C3.3c.1,WBGene00002037,Coding transcript
3462,F46C3.3c.2,WBGene00002037,Coding transcript
3463,F46C3.3c.3,WBGene00002037,Coding transcript
3464,F46C3.3c.4,WBGene00002037,Coding transcript
3465,F46C3.3f.1,WBGene00002037,Coding transcript
3466,F46C3.3d.1,WBGene00002037,Coding transcript
3467,F46C3.3h.1,WBGene00002037,Coding transcript
3468,F46C3.3b.1,WBGene00002037,Coding transcript
3469,T02C12.1.1,WBGene00002038,Coding transcript
3470,T02C12.1.2,WBGene00002038,Coding transcript
3471,T10H10.1.1,WBGene00002039,Coding transcript
3472,F56A6.2a.1,WBGene00002040,Coding transcript
3473,F56A6.2b.1,WBGene00002040,Coding transcript
3474,Y66H1A.6a.1,WBGene00002041,Coding transcript
3475,Y66H1A.6c.1,WBGene00002041,Coding transcript
3476,H26D21.1.1,WBGene00002042,Coding transcript
3477,C09G4.1a.1,WBGene00002043,Coding transcript
3478,C09G4.1c.1,WBGene00002043,Coding transcript
3479,C09G4.1b.1,WBGene00002043,Coding transcript
3480,K02G10.6.1,WBGene00002044,Coding transcript
3481,C56C10.8.1,WBGene00002045,Coding transcript
3482,C01F6.8b.1,WBGene00002046,Coding transcript
3483,C01F6.8a.1,WBGene00002046,Coding transcript
3484,Y39G10AR.13a.1,WBGene00002047,Coding transcript
3485,Y39G10AR.13b.1,WBGene00002047,Coding transcript
3486,B0244.2.1,WBGene00002048,Coding transcript
3487,nan,WBGene00002049,nan
3488,F38B2.1c.1,WBGene00002050,Coding transcript
3489,F38B2.1a.1,WBGene00002050,Coding transcript
3490,F38B2.1d.1,WBGene00002050,Coding transcript
3491,F38B2.1b.1,WBGene00002050,Coding transcript
3492,F38B2.1e.1,WBGene00002050,Coding transcript
3493,F52E10.5.1,WBGene00002051,Coding transcript
3494,K05B2.3.1,WBGene00002052,Coding transcript
3495,F10C1.2a.1,WBGene00002053,Coding transcript
3496,F10C1.2b.1,WBGene00002053,Coding transcript
3497,F10C1.7a.1,WBGene00002054,Coding transcript
3498,F10C1.7e.1,WBGene00002054,Coding transcript
3499,F10C1.7c.1,WBGene00002054,Coding transcript
3500,F37B4.2.1,WBGene00002055,Coding transcript
3501,M6.1c.1,WBGene00002056,Coding transcript
3502,M6.1b.1,WBGene00002056,Coding transcript
3503,M6.1e.1,WBGene00002056,Coding transcript
3504,M6.1f.1,WBGene00002056,Coding transcript
3505,M6.1d.1,WBGene00002056,Coding transcript
3506,M6.1a.1,WBGene00002056,Coding transcript
3507,M6.1a.2,WBGene00002056,Coding transcript
3508,R04E5.10.1,WBGene00002057,Coding transcript
3509,F25E2.4.1,WBGene00002058,Coding transcript
3510,F53A2.6b.1,WBGene00002059,Coding transcript
3511,F53A2.6a.1,WBGene00002059,Coding transcript
3512,R04A9.4.1,WBGene00002060,Coding transcript
3513,B0348.6a.1,WBGene00002061,Coding transcript
3514,B0348.6b.1,WBGene00002061,Coding transcript
3515,B0348.6c.1,WBGene00002061,Coding transcript
3516,C05D9.5.1,WBGene00002062,Coding transcript
3517,Y57A10A.30.1,WBGene00002063,Coding transcript
3518,Y57A10A.30.2,WBGene00002063,Coding transcript
3519,T05G5.10a.1,WBGene00002064,Coding transcript
3520,T05G5.10c.1,WBGene00002064,Coding transcript
3521,T05G5.10b.1,WBGene00002064,Coding transcript
3522,F54C9.1.1,WBGene00002065,Coding transcript
3523,F54C9.1.2,WBGene00002065,Coding transcript
3524,M110.4a.1,WBGene00002066,Coding transcript
3525,M110.4b.1,WBGene00002066,Coding transcript
3526,M110.4c.1,WBGene00002066,Coding transcript
3527,M110.4e.1,WBGene00002066,Coding transcript
3528,M110.4d.1,WBGene00002066,Coding transcript
3529,C43C3.1.1,WBGene00002067,Coding transcript
3530,C27A2.3.1,WBGene00002068,Coding transcript
3531,C04F12.3.1,WBGene00002069,Coding transcript
3532,K07A1.8.1,WBGene00002070,Coding transcript
3533,T04G9.3.1,WBGene00002071,Coding transcript
3534,T19B10.7.1,WBGene00002072,Coding transcript
3535,T19B10.7.2,WBGene00002072,Coding transcript
3536,F26B1.3.1,WBGene00002073,Coding transcript
3537,F32E10.4.1,WBGene00002074,Coding transcript
3538,F28B3.8.1,WBGene00002075,Coding transcript
3539,F28B3.8.2,WBGene00002075,Coding transcript
3540,R06A4.4b.1,WBGene00002076,Coding transcript
3541,R06A4.4c.1,WBGene00002076,Coding transcript
3542,R06A4.4a.1,WBGene00002076,Coding transcript
3543,C53D5.6.1,WBGene00002077,Coding transcript
3544,ZK742.1b.1,WBGene00002078,Coding transcript
3545,ZK742.1a.1,WBGene00002078,Coding transcript
3546,ZK742.1a.2,WBGene00002078,Coding transcript
3547,Y48G1A.5a.1,WBGene00002079,Coding transcript
3548,Y48G1A.5b.1,WBGene00002079,Coding transcript
3549,C49H3.10c.1,WBGene00002080,Coding transcript
3550,C49H3.10a.1,WBGene00002080,Coding transcript
3551,C49H3.10b.1,WBGene00002080,Coding transcript
3552,F54G8.3.1,WBGene00002081,Coding transcript
3553,nan,WBGene00002082,nan
3554,F57B9.6a.1,WBGene00002083,Coding transcript
3555,F57B9.6b.1,WBGene00002083,Coding transcript
3556,F13B12.5.1,WBGene00002084,Coding transcript
3557,ZK75.2.1,WBGene00002085,Coding transcript
3558,ZK75.3.1,WBGene00002086,Coding transcript
3559,ZK75.1.1,WBGene00002087,Coding transcript
3560,ZK84.3.1,WBGene00002088,Coding transcript
3561,ZK84.3.2,WBGene00002088,Coding transcript
3562,ZK84.6.1,WBGene00002089,Coding transcript
3563,ZK1251.2b.1,WBGene00002090,Coding transcript
3564,ZK1251.2a.1,WBGene00002090,Coding transcript
3565,ZK1251.11b,WBGene00002091,non coding transcript
3566,ZK1251.11a.1,WBGene00002091,Coding transcript
3567,C06E2.8.1,WBGene00002092,Coding transcript
3568,T08G5.12.1,WBGene00002093,Coding transcript
3569,C17C3.4.1,WBGene00002094,Coding transcript
3570,C17C3.19.1,WBGene00002095,Coding transcript
3571,C17C3.18.1,WBGene00002096,Coding transcript
3572,F41G3.16.1,WBGene00002097,Coding transcript
3573,F41G3.17.1,WBGene00002098,Coding transcript
3574,Y39A3A.5.1,WBGene00002099,Coding transcript
3575,F56F3.6.1,WBGene00002100,Coding transcript
3576,T28B8.2.1,WBGene00002101,Coding transcript
3577,T10D4.13.1,WBGene00002102,Coding transcript
3578,ZK84.7.1,WBGene00002103,Coding transcript
3579,M04D8.1.1,WBGene00002104,Coding transcript
3580,M04D8.2.1,WBGene00002105,Coding transcript
3581,M04D8.3.1,WBGene00002106,Coding transcript
3582,ZC334.3.1,WBGene00002107,Coding transcript
3583,ZC334.8.1,WBGene00002108,Coding transcript
3584,ZC334.1.1,WBGene00002109,Coding transcript
3585,ZC334.11.1,WBGene00002110,Coding transcript
3586,ZC334.9.1,WBGene00002111,Coding transcript
3587,ZC334.9.2,WBGene00002111,Coding transcript
3588,ZC334.10.1,WBGene00002112,Coding transcript
3589,ZC334.2.1,WBGene00002113,Coding transcript
3590,T10D4.4.1,WBGene00002114,Coding transcript
3591,Y8A9A.6.1,WBGene00002115,Coding transcript
3592,W09C5.4.1,WBGene00002116,Coding transcript
3593,F52B11.6.1,WBGene00002117,Coding transcript
3594,K02E2.4.1,WBGene00002118,Coding transcript
3595,Y53H1A.4a.1,WBGene00002119,Coding transcript
3596,Y53H1A.4b.1,WBGene00002119,Coding transcript
3597,F08G2.6.1,WBGene00002120,Coding transcript
3598,C17C3.20,WBGene00002121,Pseudogene
3599,nan,WBGene00002122,nan
3600,C16E9.4c,WBGene00002123,non coding transcript
3601,C16E9.4d,WBGene00002123,non coding transcript
3602,C16E9.4f,WBGene00002123,non coding transcript
3603,C16E9.4e,WBGene00002123,non coding transcript
3604,C16E9.4b.1,WBGene00002123,Coding transcript
3605,C16E9.4b.2,WBGene00002123,Coding transcript
3606,C16E9.4a.1,WBGene00002123,Coding transcript
3607,C16E9.4a.2,WBGene00002123,Coding transcript
3608,C16E9.4a.3,WBGene00002123,Coding transcript
3609,F08G12.10.1,WBGene00002124,Coding transcript
3610,F22F4.2.1,WBGene00002125,Coding transcript
3611,nan,WBGene00002126,nan
3612,R09F10.4.1,WBGene00002127,Coding transcript
3613,C36H8.2.1,WBGene00002128,Coding transcript
3614,K02B2.4a.1,WBGene00002129,Coding transcript
3615,K02B2.4b.1,WBGene00002129,Coding transcript
3616,ZK792.2.1,WBGene00002130,Coding transcript
